         2.3642              0
        7.09259              0
         11.821              0
        16.5494              0
        21.2778              0
        26.0061              0
        30.7345              0
        35.4629              0
        40.1913              0
        44.9197              0
        49.6481              0
        54.3765              0
        59.1049              0
        63.8333              0
        68.5617              0
          73.29              0
        78.0184              0
        82.7468              0
        87.4752              0
        92.2036              0
         96.932              0
         101.66              0
        106.389              0
        111.117              0
        115.846              0
        120.574              0
        125.302              0
        130.031              0
        134.759              0
        139.488              0
        144.216              0
        148.944              0
        153.673              0
        158.401              0
        163.129              0
        167.858              0
        172.586              0
        177.315              0
        182.043              0
        186.771              0
          191.5              0
        196.228              0
        200.957              0
        205.685              0
        210.413              0
        215.142              0
         219.87              0
        224.599              0
        229.327              0
        234.055              0
        238.784              0
        243.512              0
         248.24              0
        252.969              0
        257.697              0
        262.426              0
        267.154              0
        271.882              0
        276.611              0
        281.339              0
        286.068              0
        290.796              0
        295.524              0
        300.253              0
        304.981              0
         309.71              0
        314.438              0
        319.166              0
        323.895              0
        328.623              0
        333.352              0
         338.08              0
        342.808              0
        347.537              0
        352.265              0
        356.993              0
        361.722              0
         366.45              0
        371.179              0
        375.907              0
        380.635              0
        385.364              0
        390.092              0
        394.821              0
        399.549              0
        404.277              0
        409.006              0
        413.734              0
        418.463              0
        423.191              0
        427.919              0
        432.648              0
        437.376              0
        442.104              0
        446.833              0
        451.561              0
         456.29              0
        461.018              0
        465.746              0
        470.475              0
        475.203              0
        479.932              0
         484.66              0
        489.388              0
        494.117              0
        498.845              0
        503.574              0
        508.302              0
         513.03              0
        517.759              0
        522.487              0
        527.216              0
        531.944              0
        536.672              0
        541.401              0
        546.129              0
        550.857              0
        555.586              0
        560.314              0
        565.043              0
        569.771              0
        574.499              0
        579.228              0
        583.956              0
        588.685              0
        593.413              0
        598.141              0
         602.87              0
        607.598              0
        612.327              0
        617.055              0
        621.783              0
        626.512              0
         631.24              0
        635.968              0
        640.697              0
        645.425              0
        650.154              0
        654.882              0
         659.61              0
        664.339              0
        669.067              0
        673.796              0
        678.524              0
        683.252              0
        687.981              0
        692.709              0
        697.438              0
        702.166              0
        706.894              0
        711.623              0
        716.351              0
         721.08              0
        725.808              0
        730.536              0
        735.265              0
        739.993              0
        744.721              0
         749.45              0
        754.178              0
        758.907              0
        763.635              0
        768.363              0
        773.092              0
         777.82              0
        782.549              0
        787.277              0
        792.005              0
        796.734              0
        801.462              0
        806.191              0
        810.919              0
        815.647              0
        820.376              0
        825.104              0
